,Name,Message,Party_Affiliation
593,Theresa Dixon,"['Julie Perron Excellent comparison!', ""Julie Perron Absolutely! Good job 45 supporters- for electing a jerk who will take away your Healthcare. It is called, 'Biting off your nose to spite your face.'  Fools!"", 'Andy Philbrook Racist rhetoric. 😄😄😄😄', 'So much hate!', 'Jeff Foote Not wasting my time dealing with losers. BUH-BYE!😄😄😄 ', 'Jeff Foote 😄😄😄😄😄😄😄😄😄😄😛😛😛😛😛😛😛😛🤢🤢🤢🤢🤢🤑🤑🤑🤑🤑🤑🤑🤑🤑🤡🤡🤡🤡🤡🤡🤡🤡🤡', 'Jeff Foote I feel sorry for you. 🤡', ""Rick Murphy Me too! Just as he spoke so badly about John McCain. That's the true 45. If someone shows you who they are, believe it!"", 'Shaun Rosenberg And the truth comes out.', 'Jeff Foote 😅🤣😂😆😅🤣', ""With all the lying that he does, he's drowning himself. And only the foolish and stupid hold on to a SINKING SHIP! Buh-bye 45 followers! 😄😄😄😄😄"", 'Jeff Foote 👎', 'Jeff Foote 😄😄😄😄😄😄😊', ""Emily C. Heath You took the words right out of my mouth. If he can say that, of course he said all of those things about our soldiers! No heart!He got caught and of course  he tries to lie his way out of it. He thinks  the military is  for his own personal use - AGAINST AMERICANS EXERCISING THEIR RIGHT TO FREE SPEECH! Let's get out and vote (blue) and toss him right out of office. Enough!""]",1
594,Theresa Whouley,['Say ‘goodnight’ Chris'],1
595,Thomas Bernier,"['Suzanne Mckinnon  you must be a deplorable! Huh', 'Merle Insinga there drinking disinfectant! ', 'How did they get so many crooks in one picture?', 'Out with Sununu!', 'Get rid of Sununu!', 'All these clowns in one picture!', '👎', 'Get rid of Sununu!', 'Vote Sununu out!', 'Out the door Sununu!', 'It’s simple, get rid of Sununu another Republican out for the rich and himself. His father was the same way.']",1
596,Thomas Burke,"[""Nothing but Trump's puppet.""]",1
597,Thomas Coutur,"[nan, 'Suzanne Mckinnon we have our share of confederate morons']",1
598,Thomas Deister Sr.,['Fake news\nTrump 2020'],0
599,Thomas Miller,"['Jane Lucchesi your hilarious IQ 162, 3 master degrees hmmm guess doing actual research is above your pay grade?', 'Jane Lucchesi not true read CDC report.. on fraud... and thank Bill Gates and the democrats for it was Gates lab in Wuhan China that created the virus, and we learned that from arresting the Harvard professor and 2 Chinese spies at Logan airport with 20 viles of corona virus.. since then the FBI has shut down 49 other Gate ms employees inside the USA for experimenting with corona, Sars, Ebola, swine flu and AIDS without CDC approval.. now explain to me why you don’t know this? It’s on the DOJ web site.', 'Jane Lucchesi first place 200,000 didn’t die, 33,000 that’s just another liberal lie, try looking at the CDC report on fraud. \nTed Waves 2020 vote out all the liars.', 'The only liars here is the party of hate, and division that mocked him for the China travel ban saving thousands of lives. ']",0
600,Thomas OBrien,"[""Joe Robbins   We already have it. It's people you can't control. "", ""TRUMP'S dangerous agenda??? What about YOURS???""]",0
601,Thomas Paquin,"['Steven L Heiser Not to mention they would allow Burn Loot Murder in to ""protest""']",0
602,Thomas Patrick Martyn,"['Peter Kenniston  ..  put the bag back over your head ', 'God, I hate democrats ,, and I used to be one ..  you people are so fkn crooked ..  ', ""Only a democrat could be this dishonest ..  What about all the fkn democrat led riots, all over the fkn country ..  I guess those democrats don't ever get sick ..  get the fk out of here""]",0
603,Thomas Ryan,"['The Marxist Democrat Party you mean!', 'Vote Sununu 2020']",0
604,Thor Fossnes,['He has demonstrated good leadership. Will  vote for him'],0
605,Tim Briand,['The Dem party needs to be banned'],0
606,Tim Daley,"['I am not a Democrat and as long as democrats want to abolish the constitution I will not be.  But I am not happy with Republicans either. So having done some research I find our 2 senators and 2 members of congress. All Democrats have presented a total of 0 bills to help N.H. that have been passed. In fact they have 0 bills passed period.    Why vote blue if the only thing they do is follow the leaders and vote money for California and Special interest?  Even the fake Indian in Massachusetts, for all her wonderful speeches about helping the middle class.  She has renamed a post office and the 1 good thing she did was submit a bill to help veterans. (She did not write it but she did submit it). That is all the bills New England senators have submitted and passed since 2008.  ']",0
607,Tim Dickinson,"[nan, 'Take your a fucking Biden Harris stickers and shove them up your ass', 'Sununu has my vote']",0
608,Tim Forsyth,['Voting for Sununu He’s done a great job for New Hampshire '],0
609,Tim Gelinas,"['Robert Strangman You’re an idiot we want you to vote for dementia Joe', 'Turn New Hampshire Red again! Your two liberal senators have hurt your state and are hurting your children’s future. They don’t care about you they only care about their political power!']",0
610,Tim Houle,"['Vote Red NH ', 'Trump 2020', 'Vote Red NH ', 'Trump 2020', 'Trump 2020', 'Vote Red', 'Trump 2020 ', ""WoW     I can't wait Iran's favorite son"", ""WoW     I can't wait Iran's favorite son"", ""I don't  know you but don't like you    LOL"", 'And she makes me sick', 'Go to Washington    retire the old woman', 'Go to Washington Corky!!!!', 'Pam Michael since when do Democrats need facts?', 'Elizabeth Babel Jones  since when do Democrats need  FACTS?', 'Any more dirt.....we know Jeanne is filthily ', 'Like the Socialist Democratic Party    Comrade ', 'Shelly Gingras you mean the RINO ?', 'Will this be over after the election.....just getting started...LOL', 'Andrew Wiles a way to enslave the population....example Cuba', 'Why Travis you are', 'It is amazing she has a job...', 'Travis Roy....like getting you clowns...upset', 'Leslie Irving  think I will remember that name a long time...see you soon....Demoncrat', 'Social Security for all...like why should I work...I can party for my whole life and you will pay me', 'Jeff McLaird be a good sheep and run along', 'Leslie Irving  next you will tell me CNN is proof...LOL', 'Cossack....Russia...Russia...Russia...', 'Where do you come from...zero?', 'Leslie Irving  and Rioters paid for by George Soros thru his shadow groups.', ' Sorry Tom Fowler you can see Peter is a little weak when it comes to history', ""Biden is China's friend...Democrats kneel to China...."", 'Democrats are the enemy ...move back to Mass. who needs you', 'Bike week will the scrum ANTIFA show up?', 'Jerry Rick ...Trump 2008', 'Me too...Trump 2020', 'Go to the Weirs on a hot summer ...every third car from Mass...no one wearing masks', 'I guess that makes me Tim Trump', 'Democrats the new Socialist/ Communist party']",0
611,Tim Hussey,"['Cathie Duffett actually a union guy voting for Trump. Stop watching Clinton news network ', 'Trump on ']",0
612,Tim Marston,"['Jim Burnham  apparently according to you there’s a lot of ignorant people in this country!!! Karl McCormacks spot on!', 'Joe Weeks  Let’s check you black friends ?  ', 'Jo Strohbehn  Typical dems resort to name calling.   👎👎👎🖕']",0
613,Tim Noyes,['At least he has an agenda other than raising taxes.'],0
614,Tim Parenteau,"[nan, 'Fuck the dems they are killing the USA!', 'Dems are killing USA']",0
615,Tim Pendergast,"['#VetoSununu', 'Whoever is closest to Sununu could you please staple a spine on him? #VetoSununu']",1
616,Tim Rigsby,"[""As i hope that no employer is still paying minimum wage these days i still feel that Sununu should have signed as atleast a good will gesture but againg as long as they get paid more and don't have to pay the everyday bills like Gas  electric phone or medical people in office will always screw u because once they take office they forget the people who voted for them""]",0
617,Tim Schofield,['Trump  2020'],0
618,Tim Wyatt,"['not watching, working to elect nh dems']",1
619,Timmy Hogan,['What you meant to say was “Sanunu doesn’t feel sorry for the people who took advantage of their unemployment benefits and stimulus checks instead of looking for jobs”.  Funny how democrats are always for the handouts instead of the people who actually work.'],0
620,Timothy Birch,"['You people obviously know nothing about NH or the people who live here. We are fine', nan, 'Fuck all you commie democrats leave my state alone we are doing fine low crime balanced budget no debt. Good jobs. Worst thing about NH is its housing market is way higher then it should be.', nan, ""Joe Robbins obviously you dont know the people in NH very well. Only people i know who think that way are children teenagers or adults with no lives who got picked on in school  I live in southern kingston NH SINCE 1988  right by the mass border. I work all over NH trump signs everywhere. Iv only seen 1 biden sign. You don't know NH People very well or your just a flat out liar take your fake bullshit elsewhere"", 'In 2016 i registered and voted in Kingston NH with no ID whatsoever.  But my pops who has been voting in this town for 40 years had to show his ID', nan, 'Since when did this become the goveners job?? Other people get paid to deal with that shit', nan, 'NO democrat policy in NH PERIOD we are doing fine we are One of the safest states you can live in. No debt completly balanced budget and constitutional carry gun laws. Shootings are almost non existent. 1 to 3 per year. Other states that have strict gun laws have 1 to 3 per hour. Stop trying to ruin the granite state. Take your bullshit elsewhere. Go live in a violent democrat crime infested city if you dont like it in NH.', nan, ""Alfred Putney anyone can get accused of anything doesnt make it true. So unless theirs some evidence. Accusations don't mean shit. He doesn't have to prove he is innocent the accusers are supposed to prove he is guilty. Your argument is invalid and unproven. "", 'Petty pathetic post by desperate democrats', nan, 'Fuck democrats and there bullshit lies. Our schools are opening.  They dont need more money.', 'Public schools are 90% of the problem duh.', ""Absolutly not our state is one of the safest lowests crime rates in the the America. Do not let democrats ruin my state. I live in NH for a reason. To get away from liberals crime and from the Democratic party P.s we have no gun laws. We have 1 - 3 shootings per year if we're lucky. Leave my state alone commies. You have already ruind every state you control keep NH out your mouths."", nan, ""If you are an adult complaining about a minimum wage at entry level jobs then you have failed at life. You Obviously have to much time on your hands and no brains in your head. i know 15 year olds who get paid far more then minimum wage at simple minded petty brainless job's. Grow up get a real job. And stop bitching about a wage that is pretty much non existent. Yall sound like some high school girls. Im 38 I've lived in NH my whole life i started out as a teen in fast food and i have never once made minimum wage. Your argument is invalid and stupid."", ""Its not a lie i was there. it happend all over southern NH including my home town of kingston NH. It's not a secret its not trumps conspiracy even the towns people know all about it. who work at the polls. The town selectman is the one who told me. Way before anyone else even mentioned it. Its very real"", 'Our state is doing great. If you think otherwise. You must be special or ignorant. Never really liked Sununu but i have no complaints', 'Its a fake law and its unconstitutional to enforce it. Our govener and our state is just fine.', ""Matthew Bradd its not his job to provide leadership to school's. Are you dumb we pay thousands of teachers and super intendents to make there own choices for their districts and no matter what he says they wouldnt listen to him anyhow. Its not the presidents job at all in anyway. What a dumb comment"", ""This ad is all lies What a joke. I've been living in NH 34 years"", ""Minimum wage is not supposed to be a living wage so stop saying it is. It never has been. Its for kids and simple minded democrats who can't get a good job cause they are ignorant and stupid."", 'I know 14 year olds makin 9 and 10 an hour still in school at they first job. I havent heard of anyone making mimimum wage of 7.50 since the 90s in NH', ""I've lived in nh for 34 years. I have no college degree. Never had a problem makin a decent wage. Their is no reason to raise the minimum wage. Even the teenagers at their first job get more then minimum wage. Stop creating fake problems. Leave NH alone. We dont need or want democrats here. Or any of their failed policy""]",0
