,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
665,john havens did you take your own advice voting blue is not stupid but voting red is ludicrous john havens are you serious donald trump is a maligt narcissist and he doesnt care nabout this country you need to look at both sides before you start accusing democrat of being stupid anyone who thinks that djt is doing a good job has either been living under a rock or has spent all their time watching fox news listening to rush limbaugh and all the other ridiculous news folks backing this orange haired foul mouthed man child he doesnt care about you he doesnt have feelings for anyone but himself oh i forgot to mention that hes a dessert dodger john havens go troll somewhere else if youre naive enough to vote for trumpy thats whats ridiculous he has the mind of a 10 year old bully clifford young bot alert vote blue leslie irving he doesnt believe anything except what trump says ironic isnt it bob willis even sounds like the rude and crude howie carr  bob willis is a trumper through and throughbet hes a fox fake news watcher ill bet he watches howie carr and others on newsmax too  vote blue marci lynn the very idea that you believe q is ludicrous marci lynn q i have no words marci lynn  marci lynn is a troll he needs to go  patrick omara vote blue diane messer really vote blue marc gamache he didnt need to build a 1all approach he needed to offer guidance and to let educators know that he was there for the  same approach many of the red governors used because of their fear of trumps backlash  its time for a change we need a governor who is for the people james m carrier i think its a lot more complicated than that he may just be another yes man for trump which means hes afraid to rattle the cage we know what happens to those who do cristina infante smith well said,3,1.75,11.2206,86.51,1.0
666,jane wagner singleton or rhode island  the people who have relocated from mass to southern nh wanting to turn nh into massachusettes,3,0.7273000000000001,0.0,100.0,0.0
667,,3,0.0,0.0,,
668,pay your bills thats why they are receiving more unemployment than ever ntypical democrat make poor decisions and blame everyone else,3,0.0,0.0,,
669, millionaires dont give a shit about the poor no middle class anymore just poor working poor and wealthy,3,0.0,0.0,,
670,dan bogdan fund yourself patricia lagassekraft get a part time job  start eviction procedures what happened to the 2400 extra free money for  rent  it probably should have been sent to the landlord,3,0.0,0.0,,
671,plandemic feardemic sununu shouldnt have issued the 100 person gathering mask mandate voterepublican gail just wear the surgical mask with the white side out then it should protect the wearer  if it protects other if you wear it the other way around,3,0.0,0.0,,
672,vote them all out,3,0.0,0.0,,
673,tina marceau yes its our governors fault  he needs to go i will be glad when summer is over and all the tourists leave our state,3,0.0,1.4643000000000002,100.0,1.0
674,my son has a traumatic brain injury and because of that special needs homeschooling doesnt work for everyone let individual schools decide what makes sense,3,0.0,0.0,,
675,andy philbrook are you too dumb to know this isnt directed at you donald ryan mccoy lets not be stupid with fire jerry sickels  blake octavian blair so will i i am voting blue across the ballot im voting volinsky but i will vote blue all the way on election day vote him out,3,1.8824,2.8937,60.59,
676,george forward ho ho starts at the top with mrs trump her nudes are spread all over lmao george forward who said i blame trump  i dont trust the lying self absorbed man certainly not respectable time will tell george forward its global you trump fool go to bed  john havens wrong educate yourself and of course a trumpet good dayn john havens good for you he vetos all barpartinsin issues wont get my vote  its a shame 735 an hour  40  29000 a week how does one survive  john havens you must own a business vote him out  alan hills good quesquestion  get rid of that selfish ass licking republican ,3,0.0,5.92,100.0,1.0
677,bunch a lies you ding bats please get those stupid reps out of nh,3,1.0,0.0,100.0,0.0
678,youre   youre,3,0.0,0.0,,
679,jeff leeduke actuallyour funding model is the problem ,3,0.0,0.0,,
680,dennis edward champney your employees maybe you should have paid more attention to those teachers,3,0.8,0.0,100.0,0.0
681,to hell with the democrats they are complicit in destroying america,3,0.0,0.0,,
